user_id,item_id,rank,score
28,45,2,1.7116467551008594
28,64,3,1.6987095730469108
28,40,4,1.6313701663501436
28,38,5,1.5625712331449222
29,23,1,1.815582125023505
29,21,2,1.7663066378463073
29,40,3,1.600871450878576
29,83,4,1.5749389125247866
29,38,5,1.5320048356672031
30,1,1,1.5493839397568179
30,98,2,1.52115673511797
30,21,3,1.483970784470991
30,39,4,1.4319540349698057
30,86,5,1.4250427363186837
31,62,1,1.9508985961149217
31,33,2,1.7467255708074523
31,40,3,1.6076718100840643
31,99,4,1.5741711247719512
31,47,5,1.509469195749689
32,62,1,1.7718664530525983
32,40,2,1.6478628145883156
32,79,3,1.6117164103018027
32,53,4,1.5487345336128093
32,8,5,1.4318439393780398
33,33,1,1.794946607365299
33,95,2,1.6492434615769445
33,53,3,1.6002624658322369
33,23,4,1.5978032905314112
33,27,5,1.5457025468628416
34,40,1,1.5321797162394686
34,2,2,1.325053613442338
34,23,3,1.2534425368723392
34,65,4,1.1872108341927208
34,71,5,1.1342251047133165
35,32,1,1.8833130327147254
35,38,2,1.7892983914971703
35,2,3,1.7753729683716188
35,76,4,1.719206683848793
35,17,5,1.6016638884733163
36,49,1,1.6918701491862012
36,89,2,1.6158862104796974
36,5,3,1.5944298676102604
36,60,4,1.5446621663590094
36,74,5,1.514215631523066
37,74,1,1.7358085356393451
37,53,2,1.6069015202942516
37,98,3,1.5078711854625098
37,38,4,1.4473057124462012
37,21,5,1.4237874039718474
38,33,1,1.894535065211961
38,45,2,1.814303977861233
38,60,3,1.7154374347463857
38,53,4,1.6986518445194898
38,38,5,1.672163100513366
39,64,1,2.0891731018951676
39,81,2,1.8399520304975405
39,68,3,1.6401153123557686
39,60,4,1.5605703958210786
39,48,5,1.5479998427204154
40,85,1,1.6784779938913785
40,16,2,1.6627497062204175
40,2,3,1.5305746938275349
40,60,4,1.5155780368156446
40,23,5,1.4959717320118915
41,42,1,1.9701932007993048
41,85,2,1.9515485607171597
41,60,3,1.941921336445253
41,95,4,1.7163287964804619
41,23,5,1.6016982988803057
42,53,1,1.6933330480751687
42,16,2,1.6154724781977807
42,2,3,1.6141402285762985
42,1,4,1.612651839402584
42,22,5,1.5910949379377015
43,86,1,1.6198542846892754
43,47,2,1.5210557845461812
43,54,3,1.5052372094759974
43,40,4,1.488581630259927
43,21,5,1.3133710933476934
44,29,1,1.7826341941856563
44,49,2,1.7805162283394398
44,95,3,1.6158643053560435
44,34,4,1.5943521059042949
44,74,5,1.4926990101333182
45,40,1,1.8509760028458813
45,64,2,1.795883827150911
45,60,3,1.7282265341192977
45,34,4,1.6690208994730436
45,49,5,1.5187156835263018
46,60,1,1.6473158647088864
46,64,2,1.5736038504170196
46,21,3,1.5495522694453547
46,42,4,1.5265197163837931
46,62,5,1.5144992899186487
47,45,1,1.4739514885175775
47,64,2,1.3641274806838333
47,74,3,1.3235970006530557
47,40,4,1.3134298160495843
47,49,5,1.3085401303887514
48,60,1,2.641290201536831
48,12,2,1.7078072961321076
48,74,3,1.5394735335211094
48,49,4,1.5201217776769338
48,68,5,1.5128796904355897
49,98,1,1.6218386400875697
49,50,2,1.4160816752104906
49,40,3,1.398038237966064
49,75,4,1.3730149434724288
49,34,5,1.337272478315156
50,79,1,1.5831790859685442
50,98,2,1.569803591924228
50,42,3,1.549042930970154
50,60,4,1.4949425811869819
50,73,5,1.406180147994455
51,62,1,1.6895979767594067
51,72,2,1.67851368779169
51,60,3,1.6063395970298309
51,74,4,1.5897309380400348
51,23,5,1.5600575312860392
52,42,1,1.74626463745115
52,86,2,1.5757641285815835
52,47,3,1.5662647581073674
52,11,4,1.371375570370588
52,40,5,1.3141519742124175
53,6,1,1.3281774722744473
53,2,2,1.2817205300202335
53,53,3,1.2183737373589034
53,60,4,1.1458338562583221
53,33,5,1.1199917387268172
54,33,1,1.8877841547176597
54,22,2,1.7746185246676662
54,15,3,1.6782477395126667
54,53,4,1.634955305201483
54,60,5,1.6338509336931841
55,53,1,1.8531631820563736
55,62,2,1.7948029259902611
55,42,3,1.741676606931961
55,74,4,1.6902680806532107
55,86,5,1.595817780651572
56,11,1,1.5829099931258352
56,95,2,1.5366508014932472
56,85,3,1.4760274266827196
56,23,4,1.4594232632898532
56,52,5,1.4346063394905606
57,23,1,1.7067330221984442
57,92,2,1.5340078879494476
57,33,3,1.37507685246249
57,96,4,1.351718690950913
57,97,5,1.2712639864006998
58,64,1,1.8046087283489365
58,33,2,1.6501589631089064
58,95,3,1.6248395076642506
58,1,4,1.5599770279520426
58,76,5,1.5054203717596326
59,42,1,1.767390455698734
59,72,2,1.7570748601775916
59,98,3,1.538780101737807
59,63,4,1.5219438134246566
59,79,5,1.466994888176753
60,21,1,1.6753396047409566
60,96,2,1.6637769479148514
60,76,3,1.6603706680434664
60,72,4,1.5603877340397139
60,52,5,1.522934297716548
61,29,1,1.5873150852779923
61,74,2,1.4158111570688252
61,53,3,1.3262935960814564
61,49,4,1.245584264120419
61,60,5,1.241116572006899
62,62,1,1.5076366875827383
62,40,2,1.3899028158368396
62,27,3,1.3123899692100762
62,49,4,1.3070644833316363
62,23,5,1.2481925666986537
63,29,1,1.3053008073493568
63,72,2,1.2958357208900557
63,42,3,1.2899660397463613
63,64,4,1.2615857584559782
63,50,5,1.2549961299022128
64,33,1,1.6226758311579672
64,14,2,1.5308506811429623
64,74,3,1.3991913551208666
64,81,4,1.379218606741113
64,60,5,1.3661133168863462
65,62,1,1.8565726915276126
65,74,2,1.7200739297163887
65,38,3,1.5765402390478616
65,22,4,1.5451413574834776
65,45,5,1.5376669938588166
66,45,1,1.8362430867923718
66,33,2,1.624587950819289
66,40,3,1.408576418762827
66,21,4,1.3627968069751064
66,72,5,1.3001472424016995
67,14,1,1.8111419796462938
67,40,2,1.720516230049409
67,64,3,1.6443248760633526
67,89,4,1.5145671508442646
67,60,5,1.456354502757501
68,45,1,1.8076697684829737
68,2,2,1.7718539532981517
68,53,3,1.4956681623226544
68,97,4,1.4902384059455445
68,74,5,1.485617850004409
69,85,1,1.8055971729497398
69,33,2,1.6220533120786593
69,1,3,1.6178417800636502
69,52,4,1.4538976420160625
69,57,5,1.4059340359610997
70,27,1,1.337656973650153
70,13,2,1.3097840948923893
70,49,3,1.2704408019255047
70,81,4,1.2591398969234062
70,88,5,1.2146904435062764
71,60,1,1.8385662037680475
71,1,2,1.7380445305934178
71,27,3,1.5208282762400298
71,80,4,1.4137750458216471
71,64,5,1.3416058515090337
72,73,1,1.9999532940777687
72,98,2,1.9883278584977901
72,44,3,1.7846887552772477
72,85,4,1.7593481866490346
72,64,5,1.7014352910361799
73,60,1,2.093829713923699
73,39,2,1.685888600047404
73,42,3,1.448138218997886
73,86,4,1.4332687524918213
73,85,5,1.325141681433391
74,45,1,1.8162362837066688
74,26,2,1.737995173698128
74,99,3,1.5344218914803947
74,40,4,1.469063259273851
74,74,5,1.3081999102999213
75,33,1,1.9103441300229198
75,29,2,1.811242244423152
75,60,3,1.7363668712808176
75,38,4,1.504770446777389
75,76,5,1.463146808737904
76,60,1,1.6160681908048211
76,49,2,1.5626320867936718
76,38,3,1.4789829884326644
76,1,4,1.4421433733011941
76,96,5,1.3880317195149594
77,60,1,2.0439111508539995
77,81,2,1.5859062035782419
77,86,3,1.5406109585580872
77,33,4,1.538839152179461
77,73,5,1.5365982478927114
78,53,1,1.5670184896076331
78,62,2,1.4505096552898038
78,42,3,1.3690745555561896
78,39,4,1.3393593897716798
78,73,5,1.324704443996787
79,40,1,2.150565672576366
79,79,2,1.4880952048402305
79,53,3,1.4430927475692976
79,99,4,1.3516185146682325
79,47,5,1.3299776014390625
80,76,1,1.7748554965253127
80,29,2,1.6583456791814966
80,72,3,1.4696687137856208
80,23,4,1.4382520263907566
80,95,5,1.3803873413988057
81,49,1,1.3404256198962705
81,28,2,1.3316218035313139
81,64,3,1.1745299576582133
81,16,4,1.1507587864312268
81,12,5,1.149189892329942
82,81,1,1.5947890411966257
82,45,2,1.421442321970686
82,71,3,1.409859915077293
82,8,4,1.3995980209476655
82,21,5,1.3699970615606378
83,40,1,1.6103180314323637
83,23,2,1.5492009408904246
83,64,3,1.4740339006248047
83,85,4,1.3912186049874387
83,53,5,1.3106377342477629
84,98,1,1.773483355366927
84,50,2,1.5452786147385587
84,97,3,1.442336381588788
84,73,4,1.4107963190164636
84,46,5,1.3818561812861818
85,33,1,1.8300841746554357
85,42,2,1.798634664349801
85,47,3,1.7982483433299852
85,62,4,1.7679387933025128
85,16,5,1.7439434460615033
86,76,1,1.9530129034327215
86,60,2,1.9175900618465638
86,42,3,1.7107413205004776
86,23,4,1.5802459478360888
86,1,5,1.5777811963999029
87,85,1,2.1171106330771035
87,64,2,2.063816492194971
87,38,3,1.707501520609744
87,49,4,1.6626635512618537
87,30,5,1.6577484285330213
88,1,1,1.8902069463087967
88,33,2,1.8237032828758974
88,23,3,1.7320708829029092
88,60,4,1.6629120379415903
88,2,5,1.542578593494505
89,60,1,2.006691977752361
89,45,2,1.6717795946855054
89,62,3,1.5949032293686105
89,42,4,1.5544909593788747
89,1,5,1.5293471973753827
90,32,1,1.570057744627248
90,62,2,1.5544685664336806
90,60,3,1.5217768189828977
90,11,4,1.5021259614157254
90,39,5,1.4904203219778747
91,42,1,2.0188676840922106
91,35,2,1.6022622057453937
91,75,3,1.5746435152191889
91,21,4,1.5445103466407129
91,79,5,1.5264936082384584
92,87,1,1.3919036633933963
92,50,2,1.375712358600485
92,42,3,1.3375683403826348
92,44,4,1.337453267340704
92,40,5,1.3317644606261334
93,60,1,1.6724737376487122
93,72,2,1.5225609837668663
93,35,3,1.4753498221030625
93,27,4,1.396696454961035
93,50,5,1.259571177231698
94,50,1,1.7056240442044832
94,53,2,1.6316696848991685
94,34,3,1.540968683185011
94,28,4,1.5174881101533066
94,45,5,1.4937045797639852
95,33,1,1.816827185230691
95,95,2,1.731492502409175
95,22,3,1.4165033108888887
95,63,4,1.3766525802488971
95,60,5,1.3713300329547322
96,1,1,1.8704682121358256
96,54,2,1.726110829789822
96,38,3,1.621829579329138
96,48,4,1.5476053192570218
96,34,5,1.5080153279348107
97,23,1,2.2805443129683294
97,74,2,1.5661321058441837
97,70,3,1.4087072749972802
97,28,4,1.3660050047790255
97,38,5,1.3569636050735272
98,53,1,1.932595146428099
98,33,2,1.8162017785540348
98,72,3,1.5327437229421024
98,45,4,1.5248731986006372
98,52,5,1.5182440818253526
99,1,1,1.4805245278335653
99,40,2,1.4017501998139739
99,64,3,1.3111047412702883
99,90,4,1.3033116611104598
99,45,5,1.2860415985351221
100,62,1,2.0335362404936865
100,53,2,1.4944253966178376
100,74,3,1.4173740452131407
100,99,4,1.3116667919377363
100,27,5,1.2930393750782532
